,Life event,ID,Date,Gender,Age,Life expectancy,Marital status,Marriage duration,Marriage intention,Marriage age:,Employment status,Income,Capital,Children,Nr children,Birth age,Alive
969,Life event: Created,969,2011-01-01,Female,97,82,Widowed,0,Yes,,Retired,67612,1045,No,0,,1
970,Life event: Created,970,2011-01-01,Male,34,96,Single,0,Yes,43.0,Permanent contract,18491,3145,Yes,0,,1
971,Life event: Created,971,2011-01-01,Female,45,27,Married,30,Yes,,Permanent contract,1609,-25049,No,3,,1
972,Life event: Created,972,2011-01-01,Male,43,85,Married,11,No,,Permanent contract,16560,450195,Yes,1,,1
973,Life event: Created,973,2011-01-01,Female,40,65,Married,28,Yes,,Permanent contract,49520,-11684,No,1,,1
974,Life event: Created,974,2011-01-01,Male,9,88,Single,0,Yes,60.0,Child,0,0,No,0,,1
975,Life event: Created,975,2011-01-01,Male,54,87,Married,43,No,,Permanent contract,28621,393239,No,2,,1
976,Life event: Created,976,2011-01-01,Male,29,56,Married,22,No,,Entrepreneur without personnel,21707,2618,No,3,,1
977,Life event: Created,977,2011-01-01,Female,45,62,Single,0,Yes,28.0,Permanent contract,70848,70229,No,0,,1
978,Life event: Created,978,2011-01-01,Female,4,23,Single,0,Yes,21.0,Child,0,0,No,0,34.0,1
979,Life event: Created,979,2011-01-01,Male,14,95,Single,0,Yes,35.0,Child,0,0,No,0,,1
980,Life event: Created,980,2011-01-01,Male,43,42,Single,0,Yes,21.0,Entrepreneur without personnel,87623,3255,Yes,0,,1
981,Life event: Created,981,2011-01-01,Female,24,67,Single,0,Yes,32.0,Permanent contract,23196,40339,No,0,27.0,1
982,Life event: Created,982,2011-01-01,Male,3,70,Single,0,Yes,39.0,Child,0,0,Yes,0,,1
983,Life event: Created,983,2011-01-01,Male,7,84,Single,0,No,,Child,0,0,No,0,,1
984,Life event: Created,984,2011-01-01,Female,5,94,Single,0,No,,Child,0,0,No,0,35.0,1
985,Life event: Created,985,2011-01-01,Female,55,97,Single,0,Yes,40.0,Permanent contract,25960,22743,No,0,,1
986,Life event: Created,986,2011-01-01,Male,36,97,Married,33,Yes,,Permanent contract,25073,6357,No,1,,1
987,Life event: Created,987,2011-01-01,Female,20,80,Single,0,No,,Permanent contract,4203,654683,Yes,0,33.0,1
988,Life event: Created,988,2011-01-01,Female,80,33,Widowed,0,No,,Retired,52472,-970,No,0,,1
989,Life event: Created,989,2011-01-01,Male,45,92,Married,42,Yes,,Flexible contract,24518,-364,Yes,1,,1
990,Life event: Created,990,2011-01-01,Male,41,97,Single,0,No,,Permanent contract,72274,27278,No,0,,1
991,Life event: Created,991,2011-01-01,Female,9,98,Single,0,Yes,35.0,Child,0,0,No,0,37.0,1
992,Life event: Created,992,2011-01-01,Female,57,73,Married,15,Yes,,Permanent contract,19168,4582,Yes,1,,1
993,Life event: Created,993,2011-01-01,Female,75,18,Widowed,0,Yes,,Retired,16440,5736,No,0,,1
994,Life event: Created,994,2011-01-01,Female,42,53,Single,0,No,,Permanent contract,10413,870833,Yes,0,,1
995,Life event: Created,995,2011-01-01,Female,26,81,Single,0,No,,Permanent contract,5657,-598,Yes,0,29.0,1
996,Life event: Created,996,2011-01-01,Female,16,92,Single,0,No,,Child,0,0,No,0,42.0,1
997,Life event: Created,997,2011-01-01,Male,72,94,Single,0,No,,Retired,77148,485393,Yes,0,,1
998,Life event: Created,998,2011-01-01,Male,19,95,Single,0,Yes,32.0,Permanent contract,4597,-19060,No,0,,1
999,Life event: Created,999,2011-01-01,Female,63,55,Divorced,0,Yes,,Permanent contract,28255,884,No,0,,1
1000,Life event: Created,1000,2011-01-01,Female,64,90,Married,17,Yes,,Permanent contract,4667,120495,Yes,2,,1
1001,Life event: Created,1001,2011-01-01,Female,5,90,Single,0,No,,Child,0,0,Yes,0,42.0,1
1002,Life event: Created,1002,2011-01-01,Male,60,87,Married,8,No,,Entrepreneur without personnel,95009,102459,Yes,2,,1
1003,Life event: Created,1003,2011-01-01,Female,37,19,Married,42,No,,Permanent contract,6450,363425,Yes,1,,1
1004,Life event: Created,1004,2011-01-01,Male,0,98,Single,0,Yes,36.0,Child,0,0,Yes,0,,1
1005,Life event: Created,1005,2011-01-01,Female,10,98,Single,0,Yes,26.0,Child,0,0,No,0,32.0,1
1006,Life event: Created,1006,2011-01-01,Female,31,97,Married,7,No,,Entrepreneur without personnel,48555,967,No,2,37.0,1
1007,Life event: Created,1007,2011-01-01,Male,34,98,Single,0,Yes,28.0,Permanent contract,48074,-48357,No,0,,1
1008,Life event: Created,1008,2011-01-01,Male,46,98,Single,0,No,,Permanent contract,58973,358568,Yes,0,,1
1009,Life event: Created,1009,2011-01-01,Male,66,93,Married,40,No,,Entrepreneur with personel,382,399887,No,2,,1
1010,Life event: Created,1010,2011-01-01,Female,71,92,Married,24,Yes,,Retired,20906,334,No,2,,1
1011,Life event: Created,1011,2011-01-01,Male,6,58,Single,0,Yes,27.0,Child,0,0,Yes,0,,1
1012,Life event: Created,1012,2011-01-01,Female,63,31,Married,10,No,,Permanent contract,19411,28577,No,2,,1
1013,Life event: Created,1013,2011-01-01,Female,63,35,Married,25,No,,Permanent contract,21973,413918,Yes,1,,1
1014,Life event: Created,1014,2011-01-01,Female,60,89,Married,14,Yes,,Flexible contract,46725,-2869,No,2,,1
1015,Life event: Created,1015,2011-01-01,Male,23,96,Single,0,Yes,35.0,Entrepreneur without personnel,19974,160487,No,0,,1
1016,Life event: Created,1016,2011-01-01,Female,0,62,Single,0,Yes,25.0,Child,0,0,Yes,0,24.0,1
1017,Life event: Created,1017,2011-01-01,Female,60,95,Married,44,Yes,,Permanent contract,32370,444839,Yes,1,,1
1018,Life event: Created,1018,2011-01-01,Female,42,22,Married,32,No,,Permanent contract,28641,29709,Yes,2,,1
1019,Life event: Created,1019,2011-01-01,Male,25,11,Single,0,No,,Permanent contract,19657,173169,No,0,,1
1020,Life event: Created,1020,2011-01-01,Female,51,98,Widowed,0,Yes,,Permanent contract,8862,-1874,No,0,,1
1021,Life event: Created,1021,2011-01-01,Male,60,55,Married,13,No,,Flexible contract,11743,64729,No,2,,1
1022,Life event: Created,1022,2011-01-01,Female,38,39,Married,42,Yes,,Flexible contract,27228,-23681,No,1,,1
1023,Life event: Created,1023,2011-01-01,Female,35,63,Married,33,Yes,,Flexible contract,31283,580043,Yes,1,,1
1024,Life event: Created,1024,2011-01-01,Male,20,96,Single,0,No,,Entrepreneur without personnel,3967,-5091,No,0,,1
1025,Life event: Created,1025,2011-01-01,Female,55,90,Single,0,No,,Permanent contract,24885,41297,Yes,0,,1
1026,Life event: Created,1026,2011-01-01,Female,54,62,Single,0,No,,Permanent contract,14801,11541,No,0,,1
1027,Life event: Created,1027,2011-01-01,Male,31,95,Married,51,No,,Permanent contract,18679,262939,Yes,2,,1
1028,Life event: Created,1028,2011-01-01,Female,93,98,Single,0,No,,Retired,76188,687,No,0,,1
1029,Life event: Created,1029,2011-01-01,Female,42,84,Married,7,No,,Flexible contract,43887,857,Yes,1,,1
1030,Life event: Created,1030,2011-01-01,Male,26,97,Married,27,Yes,,Permanent contract,39650,170806,Yes,2,,1
1031,Life event: Created,1031,2011-01-01,Male,13,35,Single,0,No,,Child,0,0,No,0,,1
1032,Life event: Created,1032,2011-01-01,Male,45,98,Married,34,Yes,,Permanent contract,19305,30931,No,2,,1
1033,Life event: Created,1033,2011-01-01,Male,32,95,Single,0,No,,Permanent contract,37608,4077878,No,0,,1
1034,Life event: Created,1034,2011-01-01,Female,51,98,Married,16,No,,Flexible contract,28455,471106,No,2,,1
1035,Life event: Created,1035,2011-01-01,Male,65,93,Married,34,Yes,,Permanent contract,5203,286443,No,1,,1
1036,Life event: Created,1036,2011-01-01,Male,71,97,Single,0,Yes,47.0,Retired,35791,29,Yes,0,,1
1037,Life event: Created,1037,2011-01-01,Male,20,98,Single,0,No,,Permanent contract,31283,203125,No,0,,1
1038,Life event: Created,1038,2011-01-01,Male,71,88,Widowed,0,Yes,,Retired,23363,411691,Yes,0,,1
1039,Life event: Created,1039,2011-01-01,Female,55,96,Divorced,0,No,,Unemployed,19755,-36947,No,0,,1
1040,Life event: Created,1040,2011-01-01,Male,12,88,Single,0,No,,Child,0,0,No,0,,1
1041,Life event: Created,1041,2011-01-01,Female,61,90,Married,14,Yes,,Flexible contract,16825,746,Yes,2,,1
1042,Life event: Created,1042,2011-01-01,Female,24,8,Married,29,Yes,,Permanent contract,34073,16055,Yes,3,34.0,1
1043,Life event: Created,1043,2011-01-01,Male,20,94,Single,0,Yes,62.0,Permanent contract,12494,-35669,No,0,,1
1044,Life event: Created,1044,2011-01-01,Female,58,0,Married,33,No,,Permanent contract,33928,38767,No,1,,1
1045,Life event: Created,1045,2011-01-01,Male,80,97,Widowed,0,No,,Retired,16212,439758,No,0,,1
1046,Life event: Created,1046,2011-01-01,Male,7,85,Single,0,No,,Child,0,0,No,0,,1
1047,Life event: Created,1047,2011-01-01,Male,61,3,Married,4,No,,Permanent contract,57747,-3253,Yes,1,,1
1048,Life event: Created,1048,2011-01-01,Male,67,98,Married,2,No,,Permanent contract,15099,6106,No,1,,1
1049,Life event: Created,1049,2011-01-01,Female,26,52,Single,0,No,,Permanent contract,13937,-43740,No,0,33.0,1
1050,Life event: Created,1050,2011-01-01,Female,53,83,Married,21,Yes,,Permanent contract,28414,-33737,Yes,2,,1
1051,Life event: Created,1051,2011-01-01,Female,72,97,Married,17,No,,Retired,71247,164396,No,2,,1
1052,Life event: Created,1052,2011-01-01,Male,93,49,Widowed,0,Yes,,Retired,9811,206810,Yes,0,,1
1053,Life event: Created,1053,2011-01-01,Male,73,96,Married,53,No,,Retired,10192,52805,No,2,,1
1054,Life event: Created,1054,2011-01-01,Female,63,73,Married,39,Yes,,Permanent contract,31463,-17852,No,2,,1
1055,Life event: Created,1055,2011-01-01,Male,49,84,Divorced,0,No,,Entrepreneur with personel,33524,198854,Yes,0,,1
1056,Life event: Created,1056,2011-01-01,Female,30,98,Single,0,Yes,40.0,Permanent contract,158781,2617,Yes,0,34.0,1
1057,Life event: Created,1057,2011-01-01,Male,0,97,Single,0,Yes,82.0,Child,0,0,Yes,0,,1
1058,Life event: Created,1058,2011-01-01,Male,77,98,Married,48,No,,Retired,10833,240905,Yes,3,,1
1059,Life event: Created,1059,2011-01-01,Female,16,89,Single,0,Yes,23.0,Child,0,0,No,0,41.0,1
1060,Life event: Created,1060,2011-01-01,Female,53,45,Divorced,0,No,,Permanent contract,25192,-29088,Yes,0,,1
1061,Life event: Created,1061,2011-01-01,Male,28,96,Single,0,No,,Permanent contract,28558,320423,Yes,0,,1
1062,Life event: Created,1062,2011-01-01,Male,8,9,Single,0,No,,Child,0,0,Yes,0,,1
1063,Life event: Created,1063,2011-01-01,Male,3,81,Single,0,Yes,43.0,Child,0,0,Yes,0,,1
1064,Life event: Created,1064,2011-01-01,Male,43,56,Divorced,0,Yes,,Permanent contract,18005,119,No,0,,1
1065,Life event: Created,1065,2011-01-01,Male,52,93,Divorced,0,Yes,,Permanent contract,693,17243,Yes,0,,1
1066,Life event: Created,1066,2011-01-01,Male,47,97,Divorced,0,No,,Permanent contract,30214,-23434,No,0,,1
1067,Life event: Created,1067,2011-01-01,Male,25,88,Married,41,No,,Permanent contract,80005,477421,No,2,,1
1068,Life event: Created,1068,2011-01-01,Female,35,97,Married,42,Yes,,Flexible contract,19306,17975,Yes,1,,1
1069,Life event: Created,1069,2011-01-01,Female,33,90,Single,0,No,,Permanent contract,22398,14364,No,0,35.0,1
1070,Life event: Created,1070,2011-01-01,Female,40,92,Married,39,Yes,,Permanent contract,84220,43945,Yes,3,,1
1071,Life event: Created,1071,2011-01-01,Male,3,97,Single,0,Yes,46.0,Child,0,0,No,0,,1
1072,Life event: Created,1072,2011-01-01,Male,11,96,Single,0,No,,Child,0,0,No,0,,1
1073,Life event: Created,1073,2011-01-01,Male,3,90,Single,0,No,,Child,0,0,No,0,,1
1074,Life event: Created,1074,2011-01-01,Male,9,49,Single,0,No,,Child,0,0,No,0,,1
1075,Life event: Created,1075,2011-01-01,Female,63,9,Married,9,No,,Permanent contract,15039,27580,No,1,,1
1076,Life event: Created,1076,2011-01-01,Male,43,93,Married,12,Yes,,Permanent contract,22352,144918,No,1,,1
1077,Life event: Created,1077,2011-01-01,Male,16,96,Single,0,Yes,30.0,Child,0,0,Yes,0,,1
1078,Life event: Created,1078,2011-01-01,Female,60,98,Divorced,0,No,,Permanent contract,31905,156989,Yes,0,,1
1079,Life event: Created,1079,2011-01-01,Female,33,94,Married,13,No,,Flexible contract,1944,8977,No,3,34.0,1
1080,Life event: Created,1080,2011-01-01,Male,67,92,Divorced,0,No,,Permanent contract,93364,581,No,0,,1
1081,Life event: Created,1081,2011-01-01,Male,24,95,Single,0,Yes,30.0,Permanent contract,25831,953,Yes,0,,1
1082,Life event: Created,1082,2011-01-01,Female,57,98,Married,24,No,,Flexible contract,47182,100561,No,2,,1
1083,Life event: Created,1083,2011-01-01,Male,67,92,Married,9,Yes,,Flexible contract,2948,48164,Yes,2,,1
1084,Life event: Created,1084,2011-01-01,Female,26,88,Married,4,Yes,,Entrepreneur with personel,24339,542,No,3,27.0,1
1085,Life event: Created,1085,2011-01-01,Male,48,98,Married,43,Yes,,Permanent contract,26344,2679,Yes,1,,1
1086,Life event: Created,1086,2011-01-01,Male,23,97,Single,0,No,,Permanent contract,37141,-27107,Yes,0,,1
1087,Life event: Created,1087,2011-01-01,Male,62,62,Married,45,No,,Unemployed,3224,-33284,No,1,,1
1088,Life event: Created,1088,2011-01-01,Female,60,38,Married,31,No,,Flexible contract,18707,-2911,No,2,,1
1089,Life event: Created,1089,2011-01-01,Female,68,90,Widowed,0,Yes,,Retired,26558,-4238,No,0,,1
1090,Life event: Created,1090,2011-01-01,Male,29,89,Single,0,No,,Flexible contract,9075,40209,No,0,,1
1091,Life event: Created,1091,2011-01-01,Female,32,72,Married,12,No,,Entrepreneur without personnel,11222,111501,No,2,,1
1092,Life event: Created,1092,2011-01-01,Female,48,14,Single,0,Yes,38.0,Permanent contract,377788,158277,Yes,0,,1
1093,Life event: Created,1093,2011-01-01,Female,62,96,Married,18,No,,Permanent contract,658,5466,No,2,,1
1094,Life event: Created,1094,2011-01-01,Female,46,7,Married,18,No,,Entrepreneur without personnel,16204,919960,Yes,1,,1
1095,Life event: Created,1095,2011-01-01,Male,46,98,Single,0,Yes,36.0,Permanent contract,29212,353726,Yes,0,,1
1096,Life event: Created,1096,2011-01-01,Male,48,98,Married,49,No,,Permanent contract,27494,120764,No,3,,1
1097,Life event: Created,1097,2011-01-01,Male,49,98,Widowed,0,No,,Permanent contract,38360,854072,Yes,0,,1
1098,Life event: Created,1098,2011-01-01,Female,39,97,Married,43,No,,Permanent contract,24739,277039,Yes,2,,1
1099,Life event: Created,1099,2011-01-01,Female,40,98,Divorced,0,No,,Flexible contract,35522,85469,No,0,,1
1100,Life event: Created,1100,2011-01-01,Male,56,72,Married,14,Yes,,Permanent contract,10501,3391,No,2,,1
1101,Life event: Created,1101,2011-01-01,Female,56,86,Married,19,Yes,,Permanent contract,31248,352867,Yes,2,,1
1102,Life event: Created,1102,2011-01-01,Female,52,97,Married,30,No,,Permanent contract,39289,350320,Yes,1,,1
1103,Life event: Created,1103,2011-01-01,Female,5,10,Single,0,Yes,40.0,Child,0,0,Yes,0,27.0,1
1104,Life event: Created,1104,2011-01-01,Female,60,28,Single,0,Yes,39.0,Permanent contract,45617,247392,Yes,0,,1
1105,Life event: Created,1105,2011-01-01,Female,45,29,Married,3,No,,Permanent contract,6269,-34677,Yes,2,,1
1106,Life event: Created,1106,2011-01-01,Male,63,96,Married,43,No,,Permanent contract,30030,2855,No,3,,1
1107,Life event: Created,1107,2011-01-01,Female,68,92,Married,9,No,,Retired,32938,31278,No,2,,1
1108,Life event: Created,1108,2011-01-01,Male,24,97,Single,0,No,,Flexible contract,58891,34974,Yes,0,,1
1109,Life event: Created,1109,2011-01-01,Female,54,90,Married,6,Yes,,Permanent contract,33957,-16050,Yes,1,,1
1110,Life event: Created,1110,2011-01-01,Male,56,98,Divorced,0,No,,Entrepreneur without personnel,13847,476679,No,0,,1
1111,Life event: Created,1111,2011-01-01,Male,32,98,Single,0,Yes,50.0,Permanent contract,83096,448022,No,0,,1
1112,Life event: Created,1112,2011-01-01,Female,31,33,Married,11,No,,Flexible contract,41226,-14243,Yes,3,35.0,1
1113,Life event: Created,1113,2011-01-01,Female,51,71,Divorced,0,Yes,,Flexible contract,11300,14333,Yes,0,,1
1114,Life event: Created,1114,2011-01-01,Female,45,80,Married,1,No,,Flexible contract,177951,-29802,No,2,,1
1725,Life event: Divorced,1114,2012-07-26,Female,46,80,Divorced,1,No,,Flexible contract,177951,-29802,No,2,,1
1115,Life event: Created,1115,2011-01-01,Male,79,61,Married,0,Yes,,Retired,1068,-29170,Yes,2,,1
1690,Life event: Divorced,1115,2011-10-21,Male,79,61,Divorced,0,Yes,,Retired,1068,-29170,Yes,2,,1
1116,Life event: Created,1116,2011-01-01,Female,7,15,Single,0,No,,Child,0,0,Yes,0,32.0,1
1117,Life event: Created,1117,2011-01-01,Male,103,95,Widowed,0,No,,Retired,10542,286432,Yes,0,,1
1118,Life event: Created,1118,2011-01-01,Male,5,98,Single,0,No,,Child,0,0,No,0,,1
1119,Life event: Created,1119,2011-01-01,Male,46,98,Married,37,No,,Permanent contract,44112,15788,No,2,,1
1120,Life event: Created,1120,2011-01-01,Female,25,23,Single,0,Yes,28.0,Permanent contract,16395,412443,No,0,,1
1121,Life event: Created,1121,2011-01-01,Female,38,96,Married,40,No,,Entrepreneur without personnel,25788,-7626,Yes,1,,1
1122,Life event: Created,1122,2011-01-01,Female,44,47,Single,0,No,,Entrepreneur without personnel,13236,-22602,No,0,,1
1123,Life event: Created,1123,2011-01-01,Male,39,14,Married,30,Yes,,Permanent contract,31857,176375,No,1,,1
1124,Life event: Created,1124,2011-01-01,Female,49,21,Married,24,No,,Unemployed,8763,44818,Yes,1,,1
1125,Life event: Created,1125,2011-01-01,Male,21,89,Single,0,No,,Permanent contract,181286,91984,Yes,0,,1
1126,Life event: Created,1126,2011-01-01,Male,20,74,Single,0,Yes,40.0,Entrepreneur with personel,11095,164836,Yes,0,,1
1127,Life event: Created,1127,2011-01-01,Female,2,43,Single,0,No,,Child,0,0,No,0,24.0,1
1128,Life event: Created,1128,2011-01-01,Female,45,72,Married,10,No,,Permanent contract,34271,1361,Yes,2,,1
1129,Life event: Created,1129,2011-01-01,Male,47,95,Married,15,No,,Entrepreneur with personel,35760,107259,No,2,,1
1130,Life event: Created,1130,2011-01-01,Male,50,98,Married,8,No,,Permanent contract,801,9733,No,2,,1
1131,Life event: Created,1131,2011-01-01,Female,17,43,Single,0,Yes,46.0,Child,0,0,No,0,22.0,1
1720,Life event: Adulthood,1131,2012-06-29,Female,18,43,Single,0,Yes,43.0,Permanent contract,11058,-18672,No,0,22.0,1
1132,Life event: Created,1132,2011-01-01,Male,25,18,Single,0,No,,Flexible contract,12203,771,No,0,,1
1133,Life event: Created,1133,2011-01-01,Female,71,67,Married,8,No,,Retired,46140,7755,No,3,,1
1134,Life event: Created,1134,2011-01-01,Male,58,87,Married,37,Yes,,Permanent contract,44755,314,No,3,,1
1135,Life event: Created,1135,2011-01-01,Female,45,18,Married,27,Yes,,Permanent contract,18385,279948,Yes,1,,1
1136,Life event: Created,1136,2011-01-01,Female,28,57,Single,0,No,,Permanent contract,91705,5101,Yes,0,33.0,1
1137,Life event: Created,1137,2011-01-01,Male,30,86,Married,56,Yes,,Permanent contract,8113,19460,No,1,,1
1138,Life event: Created,1138,2011-01-01,Female,76,28,Married,17,No,,Retired,84856,297454,No,1,,1
1139,Life event: Created,1139,2011-01-01,Female,5,82,Single,0,No,,Child,0,0,Yes,0,29.0,1
1140,Life event: Created,1140,2011-01-01,Male,10,85,Single,0,Yes,50.0,Child,0,0,No,0,,1
1141,Life event: Created,1141,2011-01-01,Male,22,16,Single,0,Yes,29.0,Flexible contract,15081,464452,Yes,0,,1
1142,Life event: Created,1142,2011-01-01,Female,74,85,Divorced,0,Yes,,Retired,23459,149813,No,0,,1
1143,Life event: Created,1143,2011-01-01,Male,60,98,Divorced,0,No,,Permanent contract,16183,-49968,No,0,,1
1144,Life event: Created,1144,2011-01-01,Male,17,98,Single,0,Yes,40.0,Child,0,0,No,0,,1
1745,Life event: Adulthood,1144,2012-10-20,Male,18,98,Single,0,No,,Permanent contract,81912,7626,No,0,,1
1145,Life event: Created,1145,2011-01-01,Female,79,96,Widowed,0,Yes,,Retired,83115,42368,No,0,,1
1146,Life event: Created,1146,2011-01-01,Female,51,73,Single,0,No,,Entrepreneur without personnel,15887,68695,Yes,0,,1
1147,Life event: Created,1147,2011-01-01,Male,49,97,Married,1,Yes,,Permanent contract,27810,-16894,Yes,3,,1
1754,Life event: Divorced,1147,2012-12-08,Male,50,97,Divorced,1,Yes,,Permanent contract,27810,-16894,Yes,3,,1
1148,Life event: Created,1148,2011-01-01,Male,62,97,Married,10,Yes,,Permanent contract,84966,163775,Yes,1,,1
1149,Life event: Created,1149,2011-01-01,Female,101,16,Widowed,0,No,,Retired,377209,33903,No,0,,1
1150,Life event: Created,1150,2011-01-01,Female,80,95,Married,27,No,,Retired,23547,3006,Yes,1,,1
1151,Life event: Created,1151,2011-01-01,Female,48,71,Married,14,No,,Permanent contract,16925,25388,Yes,1,,1
1152,Life event: Created,1152,2011-01-01,Male,53,97,Married,17,No,,Permanent contract,25636,619065,Yes,1,,1
1153,Life event: Created,1153,2011-01-01,Female,43,82,Single,0,Yes,60.0,Entrepreneur without personnel,8968,3951,No,0,,1
1154,Life event: Created,1154,2011-01-01,Female,43,98,Single,0,Yes,75.0,Permanent contract,95231,96109,Yes,0,,1
1155,Life event: Created,1155,2011-01-01,Male,90,6,Widowed,0,No,,Retired,34652,196950,No,0,,1
1156,Life event: Created,1156,2011-01-01,Female,40,89,Married,38,No,,Entrepreneur with personel,34434,150676,Yes,2,,1
1157,Life event: Created,1157,2011-01-01,Female,73,60,Married,1,Yes,,Retired,25099,544,No,1,,1
1734,Life event: Divorced,1157,2012-09-09,Female,74,60,Divorced,1,Yes,,Retired,25099,544,No,1,,1
1158,Life event: Created,1158,2011-01-01,Female,71,17,Married,0,No,,Retired,6010,15587,Yes,2,,1
1677,Life event: Divorced,1158,2011-06-02,Female,71,17,Divorced,0,No,,Retired,6010,15587,Yes,2,,1
1159,Life event: Created,1159,2011-01-01,Female,38,27,Married,19,Yes,,Entrepreneur without personnel,27088,86063,No,1,,1
1160,Life event: Created,1160,2011-01-01,Male,45,91,Married,57,Yes,,Permanent contract,14681,929244,No,1,,1
1161,Life event: Created,1161,2011-01-01,Female,78,98,Married,4,Yes,,Retired,29876,3095,Yes,1,,1
1162,Life event: Created,1162,2011-01-01,Female,51,62,Married,31,Yes,,Permanent contract,48767,7846,No,1,,1
1163,Life event: Created,1163,2011-01-01,Male,57,47,Single,0,Yes,34.0,Permanent contract,15164,366839,Yes,0,,1
1164,Life event: Created,1164,2011-01-01,Female,51,93,Married,42,No,,Permanent contract,10150,47260,No,2,,1
1165,Life event: Created,1165,2011-01-01,Male,51,10,Married,0,No,,Permanent contract,67166,36190,No,2,,1
1670,Life event: Divorced,1165,2011-02-11,Male,51,10,Divorced,0,No,,Permanent contract,67166,36190,No,2,,1
1166,Life event: Created,1166,2011-01-01,Male,38,61,Married,13,Yes,,Permanent contract,25008,536,No,1,,1
1167,Life event: Created,1167,2011-01-01,Female,41,81,Married,13,No,,Unemployed,8599,31249,Yes,2,42.0,1
1751,Life event: Birth,1167,2012-11-22,Female,42,81,Married,13,No,,Unemployed,8599,31249,Yes,3,42.0,1
1168,Life event: Created,1168,2011-01-01,Male,49,91,Married,10,No,,Permanent contract,39037,114,No,1,,1
1169,Life event: Created,1169,2011-01-01,Male,29,51,Single,0,No,,Permanent contract,13741,213273,Yes,0,,1
1170,Life event: Created,1170,2011-01-01,Female,45,26,Single,0,Yes,33.0,Permanent contract,21188,105614,Yes,0,,1
1171,Life event: Created,1171,2011-01-01,Female,12,98,Single,0,Yes,26.0,Child,0,0,Yes,0,25.0,1
1172,Life event: Created,1172,2011-01-01,Female,61,49,Widowed,0,Yes,,Flexible contract,45700,452828,Yes,0,,1
1173,Life event: Created,1173,2011-01-01,Male,1,18,Single,0,No,,Child,0,0,No,0,,1
1174,Life event: Created,1174,2011-01-01,Female,59,25,Married,13,Yes,,Entrepreneur without personnel,33098,5146,Yes,2,,1
1175,Life event: Created,1175,2011-01-01,Female,27,98,Single,0,Yes,59.0,Permanent contract,86572,84660,Yes,0,33.0,1
1176,Life event: Created,1176,2011-01-01,Male,7,22,Single,0,No,,Child,0,0,Yes,0,,1
1177,Life event: Created,1177,2011-01-01,Male,20,94,Single,0,No,,Flexible contract,15068,85299,Yes,0,,1
1178,Life event: Created,1178,2011-01-01,Male,69,94,Married,13,No,,Retired,37438,285,Yes,2,,1
1179,Life event: Created,1179,2011-01-01,Male,46,95,Married,6,Yes,,Permanent contract,16976,26050,No,3,,1
1180,Life event: Created,1180,2011-01-01,Female,44,97,Single,0,No,,Permanent contract,28644,370803,No,0,,1
1181,Life event: Created,1181,2011-01-01,Female,49,86,Married,31,No,,Flexible contract,8364,19626,Yes,1,,1
1182,Life event: Created,1182,2011-01-01,Female,10,98,Single,0,Yes,24.0,Child,0,0,No,0,36.0,1
1183,Life event: Created,1183,2011-01-01,Female,86,96,Married,33,Yes,,Retired,14969,64031,No,1,,1
1184,Life event: Created,1184,2011-01-01,Male,10,98,Single,0,No,,Child,0,0,No,0,,1
1185,Life event: Created,1185,2011-01-01,Male,14,95,Single,0,No,,Child,0,0,Yes,0,,1
1186,Life event: Created,1186,2011-01-01,Female,7,92,Single,0,Yes,74.0,Child,0,0,Yes,0,24.0,1
1187,Life event: Created,1187,2011-01-01,Female,39,66,Married,42,Yes,,Flexible contract,35392,309406,Yes,1,,1
1188,Life event: Created,1188,2011-01-01,Female,0,88,Single,0,Yes,36.0,Child,0,0,Yes,0,24.0,1
1189,Life event: Created,1189,2011-01-01,Male,44,98,Married,29,Yes,,Entrepreneur with personel,11277,420459,Yes,1,,1
1190,Life event: Created,1190,2011-01-01,Female,20,93,Single,0,No,,Flexible contract,31585,-21552,No,0,29.0,1
1191,Life event: Created,1191,2011-01-01,Male,64,93,Married,43,Yes,,Permanent contract,10634,-18869,Yes,1,,1
1192,Life event: Created,1192,2011-01-01,Male,48,97,Single,0,Yes,25.0,Permanent contract,10785,107606,No,0,,1
1193,Life event: Created,1193,2011-01-01,Female,27,66,Married,59,Yes,,Permanent contract,62274,-32523,Yes,3,37.0,1
1194,Life event: Created,1194,2011-01-01,Male,45,88,Single,0,Yes,45.0,Unemployed,40270,33869,No,0,,1
1195,Life event: Created,1195,2011-01-01,Male,19,98,Single,0,No,,Flexible contract,41221,1409,No,0,,1
1196,Life event: Created,1196,2011-01-01,Male,40,9,Married,9,No,,Permanent contract,5531,327084,No,1,,1
1197,Life event: Created,1197,2011-01-01,Male,56,98,Married,18,No,,Entrepreneur with personel,1622,53606,No,1,,1
1198,Life event: Created,1198,2011-01-01,Male,39,98,Married,17,Yes,,Permanent contract,1500,495513,Yes,1,,1
1199,Life event: Created,1199,2011-01-01,Female,68,97,Married,39,Yes,,Retired,55671,32394,No,1,,1
1200,Life event: Created,1200,2011-01-01,Female,32,86,Single,0,Yes,24.0,Permanent contract,14544,90542,No,0,37.0,1
1201,Life event: Created,1201,2011-01-01,Male,62,93,Married,6,No,,Permanent contract,33249,129824,Yes,2,,1
1202,Life event: Created,1202,2011-01-01,Female,63,96,Married,39,No,,Permanent contract,28756,345273,Yes,3,,1
